Category,Gold,Silver,Platinum,Rhodium,Nickel,Tin,Lithium,Aluminum,Carbon,Profit ($),Recovery_Status,Recyclable,Non_Recyclable
0,5.3,4.05,7.89,3.16,7.55,3.9,8.55,4.44,2.26,685,1,0,1
2,3.39,3.04,7.43,2.8,7.64,8.74,7.64,5.08,7.18,566,1,0,1
2,2.37,4.89,4.22,7.74,3.12,8.93,0.69,9.31,4.11,345,0,0,1
0,1.17,1.71,5.23,1.34,2.8,2.64,7.87,3.45,0.83,338,0,0,1
1,8.83,6.49,9.73,3.55,3.02,4.73,6.92,0.32,1.7,959,1,0,1
2,6.38,5.07,0.37,5.21,0.52,0.21,9.47,8.59,0.28,336,0,0,1
2,0.87,0.85,1.86,6.48,3.96,7.71,0.47,2.84,4.73,143,0,1,0
2,6.23,9.39,9.15,5.47,2.65,2.17,6.1,2.41,1.42,801,1,0,1
0,1.31,1.77,1.48,7.46,5.52,8.11,3.06,2.84,9.8,144,0,1,0
2,3.72,5.39,1.65,0.37,7.42,8.22,5.61,9.73,6.71,274,0,1,0
1,6.8,3.6,3.08,8.88,3.19,5.78,0.94,8.4,9.63,501,1,0,1
0,3.78,8.59,7.6,9.28,9.91,1.15,6.03,5.21,0.26,598,1,0,1
1,9.61,2.84,4.8,3.77,2.63,7.52,5.42,5.31,6.76,731,1,0,1
3,7.33,8.78,8.92,7.94,4.59,7.6,2.61,7.21,5.58,843,1,0,1
1,6.63,5.18,4.03,2.72,1.92,8.09,1.64,8.73,4.9,544,1,0,1
0,5.04,4.62,4.32,7.18,1.44,7.71,8.71,9.03,7.68,481,0,0,1
0,3.69,3.4,7.93,7.83,8.64,1.64,7.1,3.9,2.25,608,1,0,1
0,0.86,1.12,2.3,7.06,0.62,5.38,5.37,8.0,5.8,166,0,1,0
3,0.2,4.13,9.03,5.9,9.21,7.7,8.61,8.9,1.74,496,0,0,1
0,7.21,7.25,4.85,5.06,4.25,9.43,3.91,4.77,4.8,618,1,0,1
3,7.36,6.15,3.35,5.55,6.45,8.12,9.97,4.85,8.6,544,1,0,1
0,0.18,0.86,3.82,6.98,9.15,8.57,0.33,6.81,7.86,214,0,1,0
0,6.61,1.54,9.4,7.39,8.11,3.16,0.39,8.82,1.06,829,1,0,1
2,8.82,9.37,2.9,9.57,3.63,0.72,2.76,0.59,6.23,594,1,0,1
2,6.85,3.4,2.53,8.85,2.72,3.16,2.34,7.08,6.37,474,0,0,1
2,4.74,1.19,9.69,8.17,3.2,8.34,1.82,5.1,1.32,752,1,0,1
0,9.17,7.5,2.56,5.71,3.68,2.7,7.84,2.72,3.61,592,1,0,1
1,1.14,8.93,2.76,7.43,8.75,6.83,4.11,3.13,9.16,209,0,1,0
3,9.37,0.34,8.88,3.73,9.86,4.99,4.28,0.25,8.6,936,1,0,1
0,9.1,6.69,8.44,3.23,3.57,3.72,3.32,7.17,4.65,903,1,0,1
2,8.18,9.62,5.49,5.93,9.57,5.89,7.42,6.18,1.08,701,1,0,1
2,7.23,9.31,5.29,2.99,8.06,7.38,0.11,4.97,4.4,644,1,0,1
1,3.96,4.36,5.65,5.14,5.71,2.38,10.0,8.03,9.29,499,0,0,1
2,6.98,9.54,6.46,8.16,4.48,2.39,8.51,4.32,2.49,694,1,0,1
0,8.28,6.74,7.68,1.89,9.45,6.39,7.51,2.28,4.84,822,1,0,1
0,7.37,3.93,3.24,2.08,5.36,2.24,6.55,4.3,3.0,538,1,0,1
0,3.33,7.36,9.71,0.89,7.81,9.31,8.78,3.6,2.89,688,1,0,1
3,5.88,7.15,4.43,0.91,2.68,3.06,2.35,7.92,0.82,530,1,0,1
2,0.32,7.45,4.18,7.46,5.17,1.41,9.75,0.92,0.8,244,0,1,0
0,4.54,6.49,7.68,6.6,4.17,8.13,2.23,3.54,7.43,638,1,0,1
2,6.43,5.91,4.95,0.41,8.57,8.37,3.07,5.02,7.67,584,1,0,1
0,9.99,5.02,6.34,3.81,1.28,1.01,8.89,8.83,5.33,833,1,0,1
0,8.77,6.37,8.02,2.92,8.77,6.59,7.29,0.35,6.87,864,1,0,1
2,8.06,8.16,4.94,2.65,6.25,1.92,8.02,4.4,6.2,665,1,0,1
0,4.49,6.7,9.71,2.92,2.58,7.98,0.55,5.3,3.38,744,1,0,1
2,3.3,5.98,4.18,1.09,1.11,4.41,2.12,3.03,8.18,389,0,0,1
1,7.8,7.43,2.71,5.11,2.3,6.5,0.87,4.61,2.04,532,1,0,1
0,0.68,7.88,8.64,3.24,3.72,6.32,7.33,1.03,7.8,501,1,0,1
2,1.81,1.82,2.87,2.09,9.1,4.9,8.67,6.75,6.31,243,0,1,0
0,1.27,4.31,4.28,2.2,4.21,4.24,1.74,4.32,9.83,294,0,1,0
3,3.51,6.51,5.73,4.61,9.5,7.81,5.39,6.45,1.8,483,0,0,1
0,1.43,9.18,3.83,3.82,8.92,1.41,5.43,2.62,4.42,280,0,1,0
3,9.18,5.83,1.94,3.23,8.46,7.22,7.53,1.6,8.22,558,1,0,1
1,7.06,0.59,7.26,5.97,0.28,6.63,7.16,4.15,9.54,736,1,0,1
0,6.86,6.49,7.16,3.27,2.98,4.55,1.75,7.1,0.68,724,1,0,1
2,6.45,6.66,1.56,1.75,1.43,5.99,6.03,0.12,1.8,404,0,0,1
2,7.34,3.3,4.48,5.99,7.56,5.23,0.55,1.01,3.5,602,1,0,1
2,4.06,2.1,7.61,2.1,9.35,6.64,6.33,8.39,2.49,608,1,0,1
2,1.93,7.35,9.79,9.86,1.31,1.71,6.16,5.34,7.2,623,1,0,1
0,9.74,4.43,6.35,7.64,1.47,4.81,6.02,8.84,2.69,821,1,0,1
3,8.16,0.91,8.48,9.52,5.62,4.72,6.69,3.94,6.69,856,1,0,1
3,4.75,7.6,1.4,3.89,0.84,5.07,0.29,2.55,2.63,312,0,0,1
3,3.39,2.6,6.89,7.31,5.9,6.53,6.68,5.91,9.19,537,1,0,1
2,7.93,8.9,6.28,4.18,6.14,3.0,1.84,5.4,7.55,731,1,0,1
3,1.65,8.65,6.98,1.31,9.09,1.64,0.31,2.84,4.98,460,0,0,1
1,7.29,4.74,3.8,3.58,1.3,6.54,2.74,6.28,5.31,564,1,0,1
0,7.45,9.4,2.32,6.62,1.89,2.21,6.78,3.47,6.56,495,0,0,1
1,5.87,9.04,7.85,9.72,1.52,7.47,8.84,5.07,2.46,714,1,0,1
3,7.93,2.91,2.4,5.92,1.06,5.05,2.14,0.87,6.71,520,1,0,1
1,8.27,8.54,5.03,0.37,3.26,6.7,0.82,4.47,0.95,680,1,0,1
3,9.39,0.65,2.19,2.95,2.04,8.06,9.1,3.43,1.07,579,1,0,1
2,7.32,3.46,7.36,9.59,6.44,1.79,7.67,2.32,2.26,756,1,0,1
3,7.86,3.38,9.21,0.36,9.41,1.36,4.56,8.46,7.39,881,1,0,1
1,9.8,1.41,7.22,3.53,2.39,0.39,4.19,1.69,3.24,869,1,0,1
2,3.5,8.57,5.98,6.48,1.25,8.23,2.16,9.59,1.28,497,0,0,1
2,7.93,1.14,3.25,8.28,9.83,4.56,5.21,2.41,1.1,564,1,0,1
1,7.84,6.05,8.8,7.6,2.53,1.92,8.61,8.34,0.32,860,1,0,1
1,4.94,8.02,8.21,8.42,1.26,9.72,3.17,0.75,3.69,687,1,0,1
3,1.16,6.37,6.82,7.8,0.39,4.85,0.28,0.49,9.16,426,0,0,1
3,8.08,2.57,1.85,9.21,3.49,8.24,8.47,1.09,9.06,497,0,0,1
1,7.83,3.38,2.87,2.23,8.66,0.38,5.89,9.82,2.35,540,1,0,1
3,9.11,3.67,0.29,9.86,5.41,1.2,0.48,8.17,5.69,465,0,0,1
0,3.63,7.52,4.82,7.03,6.81,7.11,0.35,6.91,9.03,441,0,0,1
1,2.24,1.28,1.6,4.39,3.14,2.1,1.37,7.18,1.57,196,0,1,0
2,8.89,2.16,5.72,0.67,6.71,5.05,7.34,6.39,4.56,744,1,0,1
3,0.83,8.97,0.62,6.0,6.73,6.86,7.02,5.38,3.43,79,0,1,0
1,0.12,9.64,8.55,6.81,1.94,5.12,5.55,7.49,9.95,469,0,0,1
0,9.58,0.35,9.08,8.45,0.17,5.0,4.22,0.16,4.44,957,1,0,1
3,1.66,5.17,6.99,9.82,0.5,5.15,4.22,8.02,0.89,459,0,0,1
0,2.88,8.99,6.92,9.25,9.05,1.69,0.44,0.46,3.06,517,1,0,1
0,3.81,6.37,0.93,4.57,7.86,9.5,9.73,4.8,3.2,240,0,1,0
3,3.47,9.78,9.31,6.73,0.89,9.38,2.43,2.49,6.26,675,1,0,1
3,1.24,5.98,1.58,0.83,4.14,5.42,3.41,4.7,1.01,149,0,1,0
1,1.34,7.72,2.82,0.51,6.48,1.13,9.52,5.11,6.15,221,0,1,0
1,7.4,1.23,1.2,0.47,3.99,2.52,2.05,5.76,4.23,428,0,0,1
1,8.77,4.39,0.11,4.2,1.7,7.59,4.64,7.19,9.99,439,0,0,1
2,6.24,8.3,6.15,4.36,0.69,4.21,3.47,8.19,4.98,640,1,0,1
2,8.62,0.75,8.65,8.85,7.24,9.7,8.98,1.39,9.17,887,1,0,1
1,5.97,8.49,6.45,2.84,8.64,4.29,3.09,8.89,7.25,644,1,0,1
0,7.52,5.35,7.86,6.11,7.82,5.89,0.76,9.75,3.25,793,1,0,1
1,4.68,0.24,9.87,4.65,3.66,2.23,8.65,9.96,1.77,759,1,0,1
2,6.8,5.69,2.14,7.03,2.3,6.38,3.14,6.65,1.08,452,0,0,1
2,8.69,7.22,3.89,2.53,3.2,2.23,1.76,8.53,5.12,639,1,0,1
3,1.26,2.15,9.32,4.49,2.57,5.29,9.07,5.34,5.96,562,1,0,1
1,3.35,4.96,7.33,0.35,0.63,1.29,5.01,7.07,2.19,560,1,0,1
3,6.47,6.33,6.82,1.02,9.1,9.07,2.03,1.6,1.73,687,1,0,1
2,0.38,8.13,0.18,8.18,6.05,2.97,5.7,4.48,1.0,33,0,1,0
3,0.82,0.93,1.63,6.61,3.63,3.02,5.91,7.47,7.36,128,0,1,0
1,9.66,3.87,6.4,3.04,1.72,0.68,2.58,2.91,4.94,819,1,0,1
0,1.19,7.98,3.23,8.49,5.48,7.37,8.04,4.13,8.79,236,0,1,0
1,8.71,3.58,5.88,5.08,5.08,8.1,7.84,3.92,3.06,745,1,0,1
3,8.63,4.87,7.03,1.34,9.42,5.91,4.37,8.65,8.13,803,1,0,1
3,7.1,2.29,9.85,3.49,1.98,0.29,1.14,6.9,7.38,877,1,0,1
3,0.51,7.81,3.66,3.29,6.48,9.21,0.62,7.36,9.58,225,0,1,0
1,2.96,7.93,5.52,6.38,6.45,1.34,1.94,0.11,1.22,445,0,0,1
2,2.64,9.33,7.92,8.35,2.98,4.98,8.99,3.13,1.61,559,1,0,1
0,6.94,7.19,2.8,7.59,3.76,6.9,1.36,6.35,1.32,495,0,0,1
3,5.86,9.47,8.41,5.26,5.35,2.49,4.1,2.33,3.91,744,1,0,1
1,3.32,9.68,6.0,6.4,7.52,2.5,9.97,4.77,1.95,490,0,0,1
2,5.06,1.31,1.12,7.89,1.71,5.76,6.99,2.55,3.52,309,0,0,1
1,5.13,9.29,2.84,7.57,7.31,2.06,7.69,7.51,6.37,409,0,0,1
1,8.14,6.19,9.05,6.87,3.09,2.14,3.88,3.22,0.17,888,1,0,1
0,4.13,0.5,4.61,4.99,5.41,3.48,1.22,9.62,8.88,450,0,0,1
0,7.06,8.37,7.23,6.88,0.51,6.99,6.04,4.58,8.67,739,1,0,1
1,3.47,1.22,4.16,7.15,3.91,7.14,5.18,1.98,8.96,394,0,0,1
1,5.45,7.26,9.22,7.22,2.91,1.13,9.72,3.38,2.9,766,1,0,1
3,6.93,8.14,1.39,2.53,9.28,1.41,5.91,4.73,2.24,419,0,0,1
2,5.2,8.45,3.18,8.02,5.27,4.34,5.93,3.38,6.82,430,0,0,1
0,3.62,3.92,6.05,2.77,5.33,8.17,0.79,5.93,1.71,504,1,0,1
1,9.67,7.02,3.69,1.71,6.78,1.76,8.4,6.94,5.43,677,1,0,1
0,8.75,6.56,8.58,0.56,2.11,1.84,2.67,8.95,6.73,893,1,0,1
1,2.0,2.82,5.08,5.25,2.38,3.69,4.92,4.17,0.15,372,0,0,1
3,1.44,2.84,2.6,8.37,0.26,1.64,5.23,7.28,7.22,211,0,1,0
3,9.53,4.08,0.4,2.66,6.27,5.42,4.64,2.72,9.74,492,0,0,1
3,6.53,7.96,1.11,6.62,0.73,7.43,4.75,9.06,9.83,385,0,0,1
2,6.34,6.63,5.66,9.98,3.74,2.74,7.75,5.98,4.72,618,1,0,1
1,3.76,9.14,9.22,1.77,8.08,7.64,7.17,3.16,1.59,684,1,0,1
3,8.82,0.47,8.95,7.8,8.62,8.39,8.44,8.17,4.47,913,1,0,1
0,4.32,7.77,5.56,5.93,7.54,2.87,6.55,9.67,3.77,514,1,0,1
2,7.74,2.0,2.36,5.0,8.99,4.75,6.05,8.01,4.79,508,1,0,1
0,6.47,7.31,9.66,8.34,4.56,2.02,8.49,0.55,4.75,839,1,0,1
2,7.01,0.9,5.38,1.64,3.66,7.55,4.08,7.89,1.29,633,1,0,1
2,4.97,1.22,6.07,9.02,1.86,3.44,0.64,8.72,0.17,570,1,0,1
3,2.58,8.43,8.41,6.57,6.42,8.18,2.41,7.79,4.87,582,1,0,1
1,2.38,1.2,6.4,1.66,2.1,1.3,3.17,5.08,4.1,460,0,0,1
0,0.94,1.04,2.66,6.51,0.34,2.46,4.31,9.21,4.38,189,0,1,0
1,0.66,9.36,3.68,6.26,6.5,3.46,0.89,1.79,4.15,235,0,1,0
3,9.43,5.24,2.34,1.67,5.5,7.58,1.13,5.06,0.39,591,1,0,1
3,1.47,5.85,3.67,7.08,1.34,5.17,2.6,2.84,7.91,272,0,1,0
1,2.28,2.02,2.19,5.03,6.86,0.45,5.0,5.55,5.86,230,0,1,0
3,7.85,2.74,0.24,4.61,0.73,6.15,9.49,5.49,7.28,400,0,0,1
2,5.82,3.85,0.6,7.98,2.06,7.08,0.26,6.29,6.74,320,0,0,1
0,1.11,8.01,0.37,9.53,4.23,4.03,0.93,3.02,1.31,79,0,1,0
3,1.31,9.46,4.43,3.98,9.91,2.72,9.49,2.2,6.15,307,0,0,1
3,7.51,7.25,7.39,7.46,4.48,0.98,7.07,3.73,3.17,769,1,0,1
2,5.22,7.77,6.91,9.89,3.1,8.43,0.61,2.0,2.76,631,1,0,1
1,2.68,8.36,6.71,6.05,9.9,5.09,0.48,1.83,1.37,496,0,0,1
0,9.57,6.99,4.08,4.57,5.04,2.13,6.54,9.23,9.15,692,1,0,1
3,9.36,4.16,8.14,7.18,5.67,6.12,5.55,7.65,3.13,898,1,0,1
0,0.21,8.82,5.45,7.61,9.07,8.88,3.76,4.5,4.36,307,0,0,1
0,9.35,8.4,2.34,7.31,3.32,9.13,5.34,9.11,0.17,589,1,0,1
2,2.17,1.16,9.83,5.99,5.83,0.74,3.1,6.38,6.73,634,1,0,1
3,9.58,8.51,4.02,9.99,3.72,3.33,7.17,7.56,9.12,691,1,0,1
2,7.89,1.76,0.86,4.94,5.31,8.56,4.42,9.87,0.5,435,0,0,1
2,6.44,7.6,2.45,6.45,9.06,7.66,4.57,3.2,4.71,452,0,0,1
0,3.88,9.19,9.64,8.69,2.17,7.33,6.55,5.94,8.19,712,1,0,1
0,1.68,2.72,9.88,8.83,9.13,0.81,0.54,0.78,0.69,613,1,0,1
1,8.12,4.13,6.31,1.92,4.86,0.32,2.66,2.7,5.51,739,1,0,1
2,8.34,7.23,4.46,6.48,4.27,1.59,1.13,7.05,8.52,653,1,0,1
3,8.43,8.17,5.5,5.33,5.3,2.87,5.48,0.75,3.8,713,1,0,1
3,8.53,5.58,1.2,0.8,5.51,8.85,9.89,0.4,2.11,486,0,0,1
2,1.84,7.58,6.52,6.46,0.27,6.17,4.04,4.07,2.86,444,0,0,1
1,5.53,6.25,5.61,1.61,5.74,1.62,9.92,1.93,5.03,576,1,0,1
0,9.38,1.7,5.06,9.82,1.91,2.87,4.51,1.62,0.27,733,1,0,1
1,8.47,5.95,7.31,8.27,9.65,9.07,6.55,8.86,8.39,811,1,0,1
2,4.63,7.47,0.25,6.91,4.61,3.34,3.83,9.29,1.61,245,0,1,0
2,4.65,0.67,4.13,4.16,4.63,8.88,7.35,0.45,7.87,450,0,0,1
3,8.35,2.88,0.61,1.42,6.9,3.71,5.45,9.21,4.35,444,0,0,1
0,7.28,7.13,2.23,3.41,3.62,5.82,1.76,6.33,3.01,481,0,0,1
1,4.1,5.91,7.65,9.47,4.1,2.93,3.58,4.52,4.58,614,1,0,1
3,3.11,0.99,5.26,1.21,3.68,3.6,3.69,2.01,0.52,435,0,0,1
3,4.81,9.56,4.84,4.91,5.11,0.49,3.06,1.13,1.81,501,1,0,1
3,0.88,3.6,9.23,0.71,7.12,4.88,6.14,8.83,4.3,540,1,0,1
2,4.79,9.48,9.5,3.29,5.53,7.81,3.56,8.69,4.27,750,1,0,1
1,1.5,9.45,9.58,2.4,8.75,8.83,0.76,2.99,2.3,592,1,0,1
0,6.38,2.9,9.7,3.32,6.46,8.18,6.75,0.72,0.93,835,1,0,1
0,6.92,3.74,1.58,3.34,5.36,0.43,8.7,3.18,7.29,426,0,0,1
3,6.05,7.87,0.7,9.18,9.03,9.99,6.38,0.92,5.57,339,0,0,1
3,6.44,4.35,7.63,1.5,3.74,9.91,1.52,4.94,1.47,727,1,0,1
2,5.13,4.35,9.92,8.9,7.49,0.74,1.75,9.1,7.98,786,1,0,1
1,6.44,8.14,7.63,1.01,4.92,6.59,3.05,7.73,3.46,730,1,0,1
1,2.0,1.77,8.81,3.5,3.78,0.16,8.43,4.23,3.77,571,1,0,1
1,8.42,4.01,5.29,0.88,1.88,1.18,5.75,5.55,2.0,699,1,0,1
0,2.73,1.99,7.94,1.96,0.45,6.22,0.93,7.25,8.23,560,1,0,1
0,2.19,2.85,4.58,5.0,2.26,0.8,6.89,6.89,0.6,354,0,0,1
3,6.97,5.96,6.98,7.29,6.96,5.07,3.2,4.31,5.87,720,1,0,1
2,1.93,9.11,6.47,5.52,3.0,0.37,0.21,3.86,8.05,446,0,0,1
0,3.09,3.72,7.54,8.66,8.89,0.58,9.03,4.07,5.23,558,1,0,1
1,3.96,9.68,1.15,8.45,6.49,0.42,1.57,2.3,5.28,261,0,1,0
3,0.67,7.84,5.35,9.91,4.16,4.65,9.65,6.13,3.55,324,0,0,1
2,4.12,4.56,9.63,5.46,6.64,8.74,2.31,0.97,6.97,721,1,0,1
2,0.58,5.18,4.76,9.31,2.63,0.2,2.59,8.8,0.31,286,0,1,0
3,3.07,4.17,3.63,5.55,6.86,3.74,9.12,4.68,9.07,347,0,0,1
2,0.24,3.27,8.18,9.99,2.06,1.05,9.9,2.68,0.9,452,0,0,1
1,2.46,9.23,2.44,3.13,1.29,2.05,3.41,1.06,9.17,256,0,1,0
2,7.68,4.2,7.75,4.56,3.81,4.68,8.35,1.53,1.83,795,1,0,1
1,0.58,4.03,7.91,5.76,8.73,5.38,0.36,4.43,7.41,454,0,0,1
0,4.32,5.45,7.0,7.02,0.25,8.34,0.32,6.22,0.35,590,1,0,1
0,3.79,2.46,4.95,2.76,8.62,0.14,5.98,1.75,0.85,452,0,0,1
0,3.41,4.87,1.27,2.69,5.38,9.17,3.84,5.36,3.13,238,0,1,0
0,2.07,3.98,3.53,2.39,1.52,0.54,7.34,9.91,6.67,293,0,1,0
1,2.83,7.93,6.55,0.45,6.13,6.99,5.83,2.72,7.23,494,0,0,1
3,4.54,6.79,6.46,6.1,6.6,4.0,1.07,7.01,7.63,573,1,0,1
3,1.27,7.96,0.88,3.4,3.83,3.83,7.97,6.34,3.3,114,0,1,0
3,4.53,8.42,0.37,1.54,2.58,2.5,4.88,1.85,0.97,247,0,1,0
3,2.04,8.7,3.89,6.35,7.87,6.06,4.67,9.2,6.68,313,0,0,1
0,9.99,6.45,1.09,9.47,2.92,8.58,5.25,0.34,8.46,553,1,0,1
3,3.48,4.34,0.94,8.44,4.77,5.68,1.29,8.57,0.34,224,0,1,0
1,3.62,4.02,5.13,8.38,2.71,7.46,7.6,3.49,1.72,455,0,0,1
0,3.43,7.51,7.84,2.95,0.65,5.08,2.2,7.52,1.43,593,1,0,1
0,1.27,1.61,6.16,5.29,4.7,6.05,1.4,6.21,4.16,393,0,0,1
0,9.82,9.87,3.71,7.49,5.22,9.78,2.39,0.99,0.7,687,1,0,1
2,9.61,4.8,7.25,7.05,3.3,9.86,4.16,3.94,5.84,863,1,0,1
2,2.64,0.86,7.45,2.31,6.3,5.56,0.65,4.69,4.21,529,1,0,1
1,3.44,8.08,3.4,5.47,8.11,5.05,8.4,7.58,2.51,356,0,0,1
1,5.95,0.39,0.66,4.44,1.88,7.62,2.27,1.43,4.37,328,0,0,1
2,0.31,0.57,5.98,1.33,8.74,6.79,7.42,1.98,1.46,336,0,0,1
2,3.39,9.45,0.26,6.07,3.24,1.18,9.65,7.51,1.9,185,0,1,0
0,1.81,7.82,2.54,7.51,4.29,6.19,7.83,8.21,6.84,229,0,1,0
0,0.76,5.54,3.08,8.34,8.92,1.12,9.41,2.43,2.54,205,0,1,0
0,4.5,5.66,7.63,2.4,3.15,5.54,8.02,1.6,1.86,633,1,0,1
2,9.36,5.97,4.1,7.95,2.99,3.21,6.25,8.36,3.56,683,1,0,1
3,8.96,9.28,7.22,9.62,3.74,3.62,8.87,7.8,4.44,832,1,0,1
1,7.54,7.74,7.39,3.75,5.61,1.19,8.15,6.37,3.59,770,1,0,1
2,1.3,5.41,2.68,7.8,9.44,1.55,1.55,9.86,1.35,210,0,1,0
0,3.03,2.52,4.16,8.53,6.44,0.6,5.55,9.11,7.77,373,0,0,1
3,9.68,3.07,4.05,3.0,4.3,1.48,4.07,9.16,2.56,694,1,0,1
2,0.67,3.84,4.12,1.92,3.68,7.11,6.34,0.73,5.87,256,0,1,0
1,0.55,2.7,0.55,1.05,4.98,2.56,1.45,5.0,3.96,58,0,1,0
1,0.3,8.66,3.87,7.36,0.99,8.41,4.23,7.85,0.68,227,0,1,0
3,6.79,9.16,1.23,6.81,4.53,2.75,4.49,0.49,3.65,404,0,0,1
0,0.9,8.83,3.88,5.98,0.57,7.98,3.96,3.24,4.34,257,0,1,0
3,9.58,2.12,9.14,8.79,3.72,2.24,2.17,0.81,7.68,961,1,0,1
3,7.66,9.03,2.0,7.88,1.35,8.35,5.18,4.04,1.37,488,0,0,1
2,2.41,1.09,4.66,4.53,9.74,8.34,3.48,4.61,9.32,369,0,0,1
2,5.52,4.73,3.65,4.91,8.1,7.39,0.54,0.49,4.26,469,0,0,1
0,2.16,2.68,7.48,9.59,7.14,6.3,1.85,2.26,0.4,508,1,0,1
0,5.45,3.96,7.86,6.63,4.43,0.77,4.11,4.37,1.87,691,1,0,1
3,9.58,3.39,7.15,7.18,8.5,7.84,3.89,6.06,2.45,856,1,0,1
2,3.44,4.36,3.83,7.44,2.76,3.36,2.57,3.62,5.11,376,0,0,1
2,1.23,0.67,5.99,5.58,0.62,1.87,8.29,0.84,8.8,381,0,0,1
2,1.9,5.81,7.01,1.71,8.37,4.55,7.85,6.02,6.34,472,0,0,1
1,3.95,5.11,9.21,7.53,4.3,0.23,6.68,3.28,0.8,690,1,0,1
1,1.87,8.73,0.8,0.88,2.8,3.79,3.73,7.46,8.87,139,0,1,0
1,5.3,5.06,7.5,0.73,4.85,0.76,5.07,5.35,7.62,665,1,0,1
1,6.23,2.27,9.23,3.95,9.48,1.28,7.31,7.51,1.35,802,1,0,1
3,2.8,7.45,0.99,0.71,3.44,1.76,8.37,0.97,1.41,194,0,1,0
3,5.1,5.65,1.63,6.79,0.34,1.54,0.83,1.56,6.0,341,0,0,1
3,7.99,1.61,2.19,0.3,2.88,6.61,4.67,1.06,7.85,511,1,0,1
3,9.16,1.56,0.3,7.64,7.45,5.51,9.45,3.2,8.61,467,0,0,1
0,2.51,8.01,2.58,5.66,1.17,6.42,3.61,9.96,4.69,266,0,1,0
2,9.32,6.88,6.46,0.23,2.24,7.43,0.31,1.62,4.92,808,1,0,1
1,5.85,3.05,1.62,7.81,6.03,8.19,8.58,3.2,1.86,376,0,0,1
0,8.74,5.31,5.36,2.28,8.14,5.98,8.99,3.06,0.96,719,1,0,1
3,4.02,9.58,7.95,8.17,2.42,1.57,6.67,6.56,0.25,629,1,0,1
3,5.35,2.03,4.14,7.97,3.95,2.3,6.66,7.97,0.79,485,0,0,1
0,5.51,2.06,3.48,8.74,7.67,0.1,7.98,5.39,5.65,458,0,0,1
3,5.11,2.39,0.25,7.72,0.31,9.69,4.16,0.15,4.64,266,0,1,0
1,7.78,9.41,6.57,7.2,9.99,5.51,6.12,2.04,7.8,739,1,0,1
1,9.38,5.12,8.27,2.09,5.25,3.7,7.64,2.63,5.16,907,1,0,1
0,5.97,3.81,0.89,4.43,0.4,4.35,5.47,5.1,9.73,343,0,0,1
2,4.1,6.89,9.73,2.98,3.42,4.09,2.58,7.43,2.35,726,1,0,1
3,5.34,1.91,1.5,2.5,9.85,1.82,3.38,5.52,6.67,344,0,0,1
1,7.82,5.02,7.63,1.32,6.26,0.88,8.85,9.99,3.94,796,1,0,1
2,7.96,4.46,1.19,0.64,3.0,1.83,3.04,5.53,9.23,457,0,0,1
3,9.16,9.4,8.54,2.74,2.7,5.95,5.81,3.97,0.8,913,1,0,1
3,5.92,3.8,1.43,4.54,3.87,6.34,7.7,4.54,2.24,369,0,0,1
2,5.61,7.48,4.57,5.37,1.25,7.54,9.83,5.29,5.34,524,1,0,1
3,1.2,7.41,2.39,9.72,9.61,3.59,8.88,0.93,4.28,191,0,1,0
3,3.12,1.3,9.71,8.05,0.28,3.4,9.94,4.21,9.41,674,1,0,1
2,8.0,0.92,1.72,5.2,3.36,4.01,3.07,4.93,5.43,485,0,0,1
1,4.0,5.34,7.64,7.65,9.97,5.06,2.13,1.09,1.58,609,1,0,1
0,8.29,6.98,6.57,1.56,0.98,7.48,4.63,6.9,7.21,763,1,0,1
1,7.5,6.06,8.33,4.22,2.45,8.11,2.0,0.59,6.25,818,1,0,1
2,7.29,0.87,8.36,0.28,8.47,7.47,8.59,0.71,7.54,806,1,0,1
3,5.77,5.38,2.28,6.31,2.93,2.83,9.1,5.91,4.42,408,0,0,1
2,6.44,0.41,3.59,0.57,7.99,3.44,8.67,8.77,7.48,509,1,0,1
2,5.72,5.7,1.2,5.77,6.64,6.62,1.57,5.55,9.61,348,0,0,1
3,8.72,9.2,8.24,9.33,8.25,3.51,9.02,3.29,1.16,875,1,0,1
2,7.73,9.4,6.49,4.44,1.6,6.94,8.95,0.34,5.58,733,1,0,1
0,3.18,4.86,2.58,7.92,7.18,6.51,3.01,5.15,5.91,297,0,1,0
1,4.5,0.45,8.91,8.42,2.69,1.32,0.61,6.74,1.8,698,1,0,1
0,7.59,4.37,2.19,1.25,1.33,6.2,6.54,2.12,7.05,492,0,0,1
0,7.78,2.15,2.63,2.25,3.99,3.17,8.14,6.9,2.49,524,1,0,1
1,9.76,2.65,4.52,4.51,3.82,5.89,8.88,7.03,6.95,723,1,0,1
2,7.2,6.98,5.31,7.61,6.9,1.68,1.63,7.98,7.05,642,1,0,1
1,3.81,7.82,1.48,2.27,3.64,3.67,2.47,3.9,1.91,271,0,1,0
2,8.32,0.12,2.36,1.19,0.25,2.6,7.05,7.31,8.75,535,1,0,1
0,3.85,0.56,4.74,2.97,1.47,8.76,2.75,9.57,0.48,443,0,0,1
3,1.77,8.82,0.18,3.78,1.84,3.04,0.99,0.58,6.33,101,0,1,0
0,9.68,3.8,2.01,2.44,8.35,0.89,2.49,9.22,8.23,585,1,0,1
1,0.3,2.84,4.04,8.87,7.23,9.82,6.89,9.46,9.31,233,0,1,0
